# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-48850
# Timestamp: Sat, 29-Jun-2024 15:01:02
Gene ID	Gene Name	'papillary thyroid carcinoma' vs 'normal' .foldChange	'papillary thyroid carcinoma' vs 'normal'.pValue
ENSG00000101654	RNMT	0.1	0.660758355749557
ENSG00000101665	SMAD7	-0.2	0.678431117746425
ENSG00000101670	LIPG	-0.3	0.810169410240061
ENSG00000101680	LAMA1	0.1	0.916095404006708
ENSG00000101746	NOL4	-1.4	0.201797701254535
ENSG00000101751	POLI	-0.6	0.265839148342749
ENSG00000101752	MIB1	-0.1	0.752604189055212
ENSG00000101773	RBBP8	0.5	0.289064596022728
ENSG00000101782	RIOK3	0.1	0.644183081784453
ENSG00000101811	CSTF2	0.2	0.301350167934847
ENSG00000101825	MXRA5	0.7	0.29980400948164
ENSG00000101842	VSIG1	1.4	0.0874652986841088
ENSG00000101843	PSMD10	0.1	0.713239862300293
ENSG00000101844	ATG4A	0.2	0.474791839110728
ENSG00000101846	STS	0.7	0.0489117307465306
ENSG00000101849	TBL1X	-0.5	0.165235086864488
ENSG00000101850	GPR143	-0.2	0.809428910431771
ENSG00000101856	PGRMC1	0.4	0.309595050815663
ENSG00000101868	POLA1	0.1	0.875786369168884
ENSG00000101871	MID1	0.1	0.911499569862846
ENSG00000101882	NKAP	0.2	0.5293742082293
ENSG00000101883	RHOXF1	0.5	0.524991825205066
ENSG00000101888	NXT2	-0.3	0.230361168684473
ENSG00000101892	ATP1B4	1.4	0.310921037502266
ENSG00000101901	ALG13	0.1	0.866807024216035
ENSG00000101911	PRPS2	-0.1	0.825221678977755
ENSG00000101916	TLR8	1.0	0.444890959428119
ENSG00000101928	MOSPD1	-0.1	0.787452041716581
ENSG00000101935	AMMECR1	0.2	0.655633773670447
ENSG00000101938	CHRDL1	-1.2	0.331014680955634
ENSG00000101940	WDR13	-0.1	0.572478871599631
ENSG00000101945	SUV39H1	0.2	0.581146506547677
ENSG00000101955	SRPX	-0.7	0.517128349965426
ENSG00000101966	XIAP	0.3	0.385044007268065
ENSG00000101972	STAG2	-0.1	0.909296616571609
ENSG00000101974	ATP11C	-0.4	0.371271083685023
ENSG00000101977	MCF2	0.3	0.872638662969112
ENSG00000101986	ABCD1	0.1	0.774046884638467
ENSG00000101997	CCDC22	0.3	0.054242652230035
ENSG00000102001	CACNA1F	-0.4	0.743101666798544
ENSG00000102003	SYP	-1.5	2.97142781277788E-7
ENSG00000102007	PLP2	1.2	0.157957066486822
ENSG00000102010	BMX	1.0	0.379994837850275
ENSG00000102024	PLS3	0.5	0.205785666677062
ENSG00000102030	NAA10	0.4	0.243195884934228
ENSG00000102032	RENBP	1.3	0.209258543952003
ENSG00000102034	ELF4	1.3	0.0118915732290414
ENSG00000102038	SMARCA1	0.1	0.868114107662856
ENSG00000102043	MTMR8	-0.2	0.731323269594275
ENSG00000102048	ASB9	0.8	0.229910509953607
ENSG00000102053	ZC3H12B	-0.4	0.710865051434149
ENSG00000102054	RBBP7	0.3	0.157653711439336
ENSG00000102078	SLC25A14	-0.4	0.400796805305246
ENSG00000102098	SCML2	-0.8	0.19367651215031
ENSG00000102100	SLC35A2	0.4	0.2583002850962
ENSG00000102103	PQBP1	0.1	0.844345186375109
ENSG00000102104	RS1	-1.4	0.0161065727948928
ENSG00000102109	PCSK1N	3.9	1.08091406697846E-5
ENSG00000102119	EMD	-0.3	0.100258647001362
ENSG00000102125	TAZ	0.2	0.780773523820939
ENSG00000102144	PGK1	0.2	0.799613642539196
ENSG00000102172	SMS	-0.3	0.306376861289153
ENSG00000102178	UBL4A	0.7	0.00415017647358426
ENSG00000102181	CD99L2	0.2	0.756641446208787
ENSG00000102218	RP2	0.3	0.567734364606679
ENSG00000102221	JADE3	0.7	0.108396362452196
ENSG00000102225	CDK16	0.5	0.0696360870068553
ENSG00000102226	USP11	-0.3	0.311413835337538
ENSG00000102230	PCYT1B	2.2	0.0186650595128849
ENSG00000102241	HTATSF1	-0.2	0.758107160195648
ENSG00000102245	CD40LG	0.1	0.97740798979332
ENSG00000102265	TIMP1	2.4	0.00563351828777576
ENSG00000102271	KLHL4	-2.1	0.0293482386739759
ENSG00000102287	GABRE	-0.7	0.484601963161186
ENSG00000102302	FGD1	-0.2	0.758223306966509
ENSG00000102309	PIN4	0.3	0.688910871243109
ENSG00000102312	PORCN	0.3	0.506654159438536
ENSG00000102316	MAGED2	0.1	0.893805017750588
ENSG00000102317	RBM3	0.2	0.622617049726279
ENSG00000102349	KLF8	0.5	0.382240963344221
ENSG00000102362	SYTL4	-0.1	0.925362524409776
ENSG00000102383	ZDHHC15	-0.1	0.853852822422921
ENSG00000102384	CENPI	1.4	0.0449506770786158
ENSG00000102387	TAF7L	0.4	0.786031058419847
ENSG00000102393	GLA	0.3	0.713558048190487
ENSG00000102401	ARMCX3	1.4	0.00672282517636996
ENSG00000102409	BEX4	-0.4	0.539182104208058
ENSG00000102445	RUBCNL	0.3	0.843481757918611
ENSG00000102452	NALCN	-0.9	0.468587701056946
ENSG00000102466	FGF14	1.0	0.379449965991754
ENSG00000102468	HTR2A	-1.6	0.178664381907479
ENSG00000102524	TNFSF13B	0.4	0.804418863477175
ENSG00000102531	FNDC3A	-0.1	0.715282729203615
ENSG00000102539	MLNR	-1.3	0.192529303305369
ENSG00000102543	CDADC1	-0.5	0.366955955278212
ENSG00000102547	CAB39L	-0.5	0.230100746479284
ENSG00000102554	KLF5	-0.7	0.152349125403144
ENSG00000102572	STK24	0.2	0.46706914722586
ENSG00000102575	ACP5	1.0	0.379060196791301
ENSG00000102580	DNAJC3	-0.1	0.910260620769689
ENSG00000102595	UGGT2	0.3	0.525380571354466
ENSG00000102606	ARHGEF7	0.1	0.904844412045251
ENSG00000102678	FGF9	-1.7	0.01733096283953
ENSG00000102699	PARP4	1.0	1.68912109683736E-4
ENSG00000102738	MRPS31	-0.6	1.4203401561396E-4
ENSG00000102743	SLC25A15	0.2	0.914314359788484
ENSG00000102753	KPNA3	0.1	0.933059963846675
ENSG00000102755	FLT1	1.7	1.77797634558792E-6
ENSG00000102760	RGCC	0.9	0.155855531638676
ENSG00000102780	DGKH	0.7	0.236710110217862
ENSG00000102786	INTS6	-0.4	0.345901630042042
ENSG00000102796	DHRS12	-0.2	0.746004247690076
ENSG00000102802	MEDAG	0.1	0.938584532833373
ENSG00000102804	TSC22D1	2.0	0.00375501471306795
ENSG00000102805	CLN5	0.2	0.835191589503273
ENSG00000102837	OLFM4	-0.5	0.714002532723467
ENSG00000102854	MSLN	2.0	0.074894942914533
ENSG00000102858	MGRN1	0.4	0.22125731690321
ENSG00000102870	ZNF629	0.2	0.656150117427297
ENSG00000102871	TRADD	0.4	0.127661660886753
ENSG00000102878	HSF4	-0.8	0.179564335742634
ENSG00000102879	CORO1A	0.7	0.621825715588685
ENSG00000102882	MAPK3	-0.1	0.807566336422498
ENSG00000102886	GDPD3	-0.9	0.0579474223865325
ENSG00000102890	ELMO3	0.5	0.285774304924151
ENSG00000102893	PHKB	0.2	0.76918648021778
ENSG00000102897	LYRM1	0.2	0.458709013389964
ENSG00000102898	NUTF2	0.3	0.113890534430434
ENSG00000102900	NUP93	-0.5	0.0224887790210351
ENSG00000102901	CENPT	-0.7	0.0100277296625937
ENSG00000102904	TSNAXIP1	-0.7	0.551886659422046
ENSG00000102908	NFAT5	-0.3	0.565588255664507
ENSG00000102910	LONP2	0.6	0.120513106589883
ENSG00000102921	N4BP1	-0.1	0.802669685486552
ENSG00000102924	CBLN1	3.0	0.00160456761102926
ENSG00000102931	ARL2BP	-0.1	0.90701207498409
ENSG00000102934	PLLP	-0.7	0.175737267913178
ENSG00000102935	ZNF423	0.6	0.562869354407457
ENSG00000102962	CCL22	-0.2	0.889818032178004
ENSG00000102967	DHODH	-0.1	0.868988102709805
ENSG00000102970	CCL17	0.9	0.526486669868012
ENSG00000102974	CTCF	0.1	0.638305506228455
ENSG00000102977	ACD	-0.6	0.106250791416886
ENSG00000102978	POLR2C	0.1	0.706907767933941
ENSG00000102981	PARD6A	-0.6	0.324089799976557
ENSG00000102984	ZNF821	0.2	0.711787972677349
ENSG00000102996	MMP15	0.1	0.848024315501673
ENSG00000103005	USB1	0.4	0.440487559774906
ENSG00000103018	CYB5B	0.1	0.637201343019146
ENSG00000103021	CCDC113	0.8	0.333425985021371
ENSG00000103024	NME3	0.4	0.497777280186129
ENSG00000103034	NDRG4	-0.8	0.0366836990809505
ENSG00000103035	PSMD7	0.4	0.195662420660387
ENSG00000103037	SETD6	-0.2	0.770513368952385
ENSG00000103042	SLC38A7	0.3	0.414308356436708
ENSG00000103044	HAS3	-0.2	0.870674184159182
ENSG00000103047	TANGO6	0.1	0.844886235102687
ENSG00000103051	COG4	0.3	0.0260132788515059
ENSG00000103056	SMPD3	0.4	0.716495003970688
ENSG00000103061	SLC7A6OS	-0.1	0.84576029384561
ENSG00000103064	SLC7A6	-0.5	0.356422877668987
ENSG00000103066	PLA2G15	0.2	0.476307569644441
ENSG00000103067	ESRP2	0.1	0.96252079853611
ENSG00000103089	FA2H	0.9	0.459127094128056
ENSG00000103091	WDR59	-0.1	0.901886321793603
ENSG00000103111	MON1B	0.1	0.848924841664105
ENSG00000103121	CMC2	0.2	0.690586974423361
ENSG00000103126	AXIN1	0.3	0.272313101363222
ENSG00000103145	HCFC1R1	0.3	0.502855354816804
ENSG00000103148	NPRL3	0.1	0.914759308614654
ENSG00000103150	MLYCD	0.7	0.396924877181705
ENSG00000103152	MPG	0.7	0.0202212104140944
ENSG00000103154	NECAB2	-1.1	0.287319156784536
ENSG00000103160	HSDL1	-0.6	0.256839707643428
ENSG00000103168	TAF1C	-0.4	0.213487596126755
ENSG00000103174	NAGPA	0.3	0.446334430215433
ENSG00000103175	WFDC1	-1.0	0.10203675135137
ENSG00000103184	SEC14L5	-0.6	0.594019416162926
ENSG00000103187	COTL1	0.8	0.230847725580215
ENSG00000103194	USP10	0.2	0.323939466003419
ENSG00000103196	CRISPLD2	-1.0	0.00751569819638881
ENSG00000103197	TSC2	0.2	0.80997366848988
ENSG00000103202	NME4	0.1	0.770882427044826
ENSG00000103222	ABCC1	-0.4	0.20968861137043
ENSG00000103226	NOMO3	0.1	0.927970093646952
ENSG00000103227	LMF1	0.2	0.617437552841681
ENSG00000103241	FOXF1	-0.1	0.862832041858445
ENSG00000103245	CIAO3	0.2	0.524991825205066
ENSG00000103248	MTHFSD	0.1	0.62161050264748
ENSG00000103249	CLCN7	0.3	0.173438130578872
ENSG00000103253	HAGHL	2.1	0.00114285077754804
ENSG00000103254	ANTKMT	0.7	0.00119268634110551
ENSG00000103257	SLC7A5	0.9	0.322575821181013
ENSG00000103260	METRN	0.6	0.520937693087624
ENSG00000103264	FBXO31	0.5	0.106573968155613
ENSG00000103266	STUB1	0.3	0.154092937842501
ENSG00000103269	RHBDL1	0.5	0.617283489975318
ENSG00000103274	NUBP1	0.1	0.696036244063679
ENSG00000103275	UBE2I	0.6	0.0410072477765906
ENSG00000103313	MEFV	0.2	0.909296616571609
ENSG00000103316	CRYM	-1.6	0.0472359530287988
ENSG00000103319	EEF2K	0.5	0.255777631242796
ENSG00000103326	CAPN15	0.3	0.145019655672448
ENSG00000103335	PIEZO1	0.4	0.639165559612054
ENSG00000103342	GSPT1	0.3	0.374460316333688
ENSG00000103343	ZNF174	0.4	0.207143204731062
ENSG00000103351	CLUAP1	-0.1	0.810085648118759
ENSG00000103353	UBFD1	0.7	0.00124793360089207
ENSG00000103356	EARS2	0.5	0.256839707643428
ENSG00000103363	ELOB	0.3	0.25597049251639
ENSG00000103365	GGA2	0.3	0.183607865245503
ENSG00000103375	AQP8	1.4	0.249898984741201
ENSG00000103381	CPPED1	0.2	0.759916493686905
ENSG00000103404	USP31	-0.1	0.851014047211064
ENSG00000103415	HMOX2	0.5	0.014906503616944
ENSG00000103423	DNAJA3	0.3	0.409098368983893
ENSG00000103429	BFAR	0.5	0.0336889267326196
ENSG00000103449	SALL1	0.3	0.731715498942508
ENSG00000103472	RRN3P2	-1.0	0.445211237114256
ENSG00000103485	QPRT	0.7	0.545094068368443
ENSG00000103489	XYLT1	-0.4	0.611764246741877
ENSG00000103490	PYCARD	0.9	0.350992099418504
ENSG00000103494	RPGRIP1L	0.2	0.774046884638467
ENSG00000103495	MAZ	0.3	0.214473920980272
ENSG00000103496	STX4	0.1	0.77626016538642
ENSG00000103502	CDIPT	0.1	0.655374344852493
ENSG00000103507	BCKDK	0.2	0.433993008204237
ENSG00000103510	KAT8	-0.1	0.691423544582699
ENSG00000103512	NOMO1	0.7	0.0274638817565615
ENSG00000103522	IL21R	0.9	0.521480580447572
ENSG00000103528	SYT17	0.4	0.497661747560131
ENSG00000103534	TMC5	-0.7	0.209874365759039
ENSG00000103540	CCP110	-0.6	0.0797521352319055
ENSG00000103544	VPS35L	0.1	0.799970121174987
ENSG00000103550	KNOP1	0.9	0.00460886542393018
ENSG00000103569	AQP9	0.7	0.62325649880165
ENSG00000103591	AAGAB	0.1	0.822692414785072
ENSG00000103599	IQCH	0.1	0.927886352160974
ENSG00000103642	LACTB	0.4	0.534305315516635
ENSG00000103647	CORO2B	-1.0	0.0783142662912455
ENSG00000103653	CSK	0.6	0.229429391227124
ENSG00000103657	HERC1	-0.1	0.810361670498526
ENSG00000103671	TRIP4	0.1	0.864003009032996
ENSG00000103707	MTFMT	-0.1	0.788122440367928
ENSG00000103710	RASL12	0.4	0.65358070693739
ENSG00000103723	AP3B2	-0.1	0.923157114404522
ENSG00000103742	IGDCC4	0.9	0.252337402061865
ENSG00000103769	RAB11A	0.4	0.31934228952762
ENSG00000103811	CTSH	2.0	0.00763062917740365
ENSG00000103852	TTC23	-0.1	0.836695142608324
ENSG00000103855	CD276	0.8	0.0929737516933011
ENSG00000103876	FAH	0.6	0.201660568517387
ENSG00000103888	CEMIP	0.8	0.39994196974154
ENSG00000103932	RPAP1	-0.2	0.536725079078153
ENSG00000103942	HOMER2	-0.2	0.819061278494553
ENSG00000103966	EHD4	0.2	0.772886464441023
ENSG00000103978	TMEM87A	0.8	0.0723151402605079
ENSG00000103995	CEP152	-0.4	0.261953996516235
ENSG00000104043	ATP8B4	-0.1	0.894216533921624
ENSG00000104044	OCA2	-2.8	1.65596845890966E-4
ENSG00000104047	DTWD1	-0.1	0.808881157452834
ENSG00000104059	FAM189A1	-0.9	0.399079064742573
ENSG00000104064	GABPB1	0.2	0.321106520584786
ENSG00000104067	TJP1	-0.1	0.839122047571677
ENSG00000104081	BMF	1.0	0.117142702492268
ENSG00000104093	DMXL2	0.2	0.730404739591962
ENSG00000104112	SCG3	-2.0	0.0267559191996901
ENSG00000104129	DNAJC17	0.1	0.929301509870863
ENSG00000104131	EIF3J	-0.1	0.829292439135203
ENSG00000104133	SPG11	0.2	0.743101666798544
ENSG00000104140	RHOV	1.2	0.171410304077578
ENSG00000104142	VPS18	0.3	0.491104388945169
ENSG00000104147	OIP5	0.5	0.56903085208614
ENSG00000104164	BLOC1S6	-0.5	0.0687742058711332
ENSG00000104177	MYEF2	1.5	0.0320698274008966
ENSG00000104205	SGK3	0.6	0.306701613367114
ENSG00000104213	PDGFRL	-0.5	0.391533063217292
ENSG00000104218	CSPP1	-0.6	7.28497822642148E-4
ENSG00000104219	ZDHHC2	0.1	0.790320456269265
ENSG00000104221	BRF2	0.3	0.487278144555355
ENSG00000104228	TRIM35	0.2	0.492124758954293
ENSG00000104231	ZFAND1	-0.4	0.286171430469297
ENSG00000104237	RP1	2.9	0.00559611805253634
ENSG00000104267	CA2	2.2	4.28284211131863E-5
ENSG00000104290	FZD3	-0.5	0.350747707864495
ENSG00000104299	INTS9	0.2	0.376715716169
ENSG00000104313	EYA1	-2.6	0.00330269440358746
ENSG00000104320	NBN	0.1	0.910979377705814
ENSG00000104324	CPQ	-0.9	0.0246955304695743
ENSG00000104325	DECR1	0.7	0.232478264945331
ENSG00000104327	CALB1	0.3	0.853852822422921
ENSG00000104331	BPNT2	0.5	0.0507462525638834
ENSG00000104341	LAPTM4B	-0.1	0.901953133072075
ENSG00000104343	UBE2W	0.2	0.617323943139875
ENSG00000104356	POP1	-0.1	0.85835304994164
ENSG00000104361	NIPAL2	0.4	0.245406834717581
ENSG00000104365	IKBKB	-0.2	0.691699920815632
ENSG00000104368	PLAT	0.6	0.41567751488317
ENSG00000104369	JPH1	0.1	0.961147222614264
ENSG00000104375	STK3	0.1	0.679207059865408
ENSG00000104381	GDAP1	-0.8	8.93530674019722E-5
ENSG00000104388	RAB2A	-0.1	0.683183483794473
ENSG00000104412	EMC2	-0.3	0.435480821157081
ENSG00000104413	ESRP1	0.4	0.424116988254019
ENSG00000104415	CCN4	0.3	0.844257682765084
ENSG00000104419	NDRG1	-0.4	0.27787347427936
ENSG00000104427	ZC2HC1A	-0.4	0.310280267838505
ENSG00000104432	IL7	-0.4	0.742572638255492
ENSG00000104435	STMN2	2.5	0.024695128167017
ENSG00000104442	ARMC1	-0.1	0.506213632052818
ENSG00000104447	TRPS1	-0.2	0.704846644162876
ENSG00000104450	SPAG1	-0.4	0.489776134066081
ENSG00000104472	CHRAC1	-0.1	0.649900655149301
ENSG00000104490	NCALD	0.3	0.665046111163981
ENSG00000104517	UBR5	0.2	0.603247135564007
ENSG00000104518	GSDMD	0.2	0.613482288059422
ENSG00000104522	GFUS	1.0	0.0122109458925553
ENSG00000104524	PYCR3	-0.2	0.627585557278732
ENSG00000104549	SQLE	0.4	0.679217934580398
ENSG00000104611	SH2D4A	1.2	0.0084973646796532
ENSG00000104613	INTS10	-0.2	0.757263062181659
ENSG00000104626	ERI1	0.4	0.230970183690728
ENSG00000104635	SLC39A14	-0.6	0.297993131332481
ENSG00000104660	LEPROTL1	0.5	0.241277335423532
ENSG00000104679	R3HCC1	-0.1	0.50377693731679
ENSG00000104687	GSR	0.3	0.231970030235933
ENSG00000104689	TNFRSF10A	0.8	0.282814743587745
ENSG00000104691	UBXN8	0.2	0.779562116075009
ENSG00000104695	PPP2CB	-0.4	0.175141724890498
ENSG00000104714	ERICH1	-0.4	0.231970030235933
ENSG00000104723	TUSC3	3.2	2.74087324494361E-5
ENSG00000104728	ARHGEF10	-0.3	0.769196460697379
ENSG00000104731	KLHDC4	0.1	0.800260155941262
ENSG00000104738	MCM4	0.9	0.00468330744147519
ENSG00000104763	ASAH1	-0.2	0.83170606827652
ENSG00000104765	BNIP3L	-0.1	0.627127340472261
ENSG00000104774	MAN2B1	0.7	0.302836752534826
ENSG00000104783	KCNN4	2.6	0.00928219250052939
ENSG00000104804	TULP2	-2.0	0.0868779523663841
ENSG00000104805	NUCB1	0.3	0.152552930410326
ENSG00000104808	DHDH	0.3	0.875312417600739
ENSG00000104812	GYS1	0.3	0.378251244942626
ENSG00000104814	MAP4K1	0.9	0.443718740912362
ENSG00000104824	HNRNPL	0.1	0.459839796434035
ENSG00000104825	NFKBIB	0.2	0.36220856873344
ENSG00000104833	TUBB4A	1.2	0.373410642152154
ENSG00000104835	SARS2	0.2	0.79566320519205
ENSG00000104852	SNRNP70	-0.1	0.871608596514602
ENSG00000104853	CLPTM1	0.4	0.017550569454752
ENSG00000104856	RELB	0.4	0.522873327252419
ENSG00000104859	CLASRP	-0.1	0.808629442196635
ENSG00000104863	LIN7B	-0.2	0.654263624659826
ENSG00000104866	PPP1R37	0.2	0.847363372278268
ENSG00000104870	FCGRT	-0.3	0.402069800142176
ENSG00000104872	PIH1D1	0.1	0.84638396494615
ENSG00000104880	ARHGEF18	0.3	0.32459586823738
ENSG00000104881	PPP1R13L	0.4	0.537218466212883
ENSG00000104883	PEX11G	0.3	0.680417299370321
ENSG00000104884	ERCC2	0.1	0.805840850719359
ENSG00000104885	DOT1L	-0.3	0.232478264945331
ENSG00000104886	PLEKHJ1	-0.1	0.875022635848287
ENSG00000104888	SLC17A7	-1.4	0.146672128618509
ENSG00000104889	RNASEH2A	1.0	0.329351905682337
ENSG00000104892	KLC3	1.0	0.107915950920282
ENSG00000104894	CD37	0.7	0.64834518748865
ENSG00000104897	SF3A2	-0.1	0.912266494381314
ENSG00000104899	AMH	0.1	0.918342397695249
ENSG00000104901	DKKL1	-0.2	0.927231630266043
ENSG00000104903	LYL1	0.7	0.443141753213756
ENSG00000104904	OAZ1	0.2	0.589558848555849
ENSG00000104907	TRMT1	0.1	0.717205092452604
ENSG00000104915	STX10	0.1	0.862832041858445
ENSG00000104921	FCER2	0.2	0.907188265154259
ENSG00000104936	DMPK	-0.5	0.307119188145294
ENSG00000104938	CLEC4M	-1.0	0.506698715987961
ENSG00000104941	RSPH6A	-0.5	0.62104362742671
ENSG00000104946	TBC1D17	-0.2	0.32744502105134
ENSG00000104951	IL4I1	1.1	0.427931906000743
ENSG00000104953	TLE6	-0.4	0.200990152258106
ENSG00000104957	CCDC130	-0.1	0.861097969180107
ENSG00000104960	PTOV1	-0.1	0.922566055211055
ENSG00000104967	NOVA2	0.5	0.32822372373325
ENSG00000104970	KIR3DX1	0.8	0.609181693067192
ENSG00000104972	LILRB1	1.0	0.451617525089705
ENSG00000104973	MED25	0.3	0.529791952250323
ENSG00000104974	LILRA1	0.3	0.858611767778586
ENSG00000104976	SNAPC2	0.7	0.0219305259900131
ENSG00000104979	C19orf53	0.4	0.15470136832947
ENSG00000104980	TIMM44	0.2	0.756604687102303
ENSG00000104983	CCDC61	0.3	0.516610481603781
ENSG00000104998	IL27RA	1.2	0.0201189154813592
ENSG00000105011	ASF1B	1.7	0.00482837928073236
ENSG00000105058	FAM32A	0.2	0.43574378228707
ENSG00000105063	PPP6R1	0.3	0.159378578448996
ENSG00000105072	C19orf44	-0.2	0.68743140700673
ENSG00000105085	MED26	0.2	0.298881049290046
ENSG00000105088	OLFM2	-0.7	0.389694447003028
ENSG00000105122	RASAL3	0.7	0.53228993808268
ENSG00000105127	AKAP8	-0.2	0.126856651872296
ENSG00000105131	EPHX3	0.7	0.489776134066081
ENSG00000105135	ILVBL	0.2	0.764652823622251
ENSG00000105136	ZNF419	0.2	0.708353090980865
ENSG00000105137	SYDE1	-0.4	0.645629603186447
ENSG00000105146	AURKC	1.2	0.238685765583839
ENSG00000105171	POP4	0.1	0.770355594867505
ENSG00000105173	CCNE1	0.4	0.39609044967609
ENSG00000105186	ANKRD27	-0.4	0.38099531930531
ENSG00000105193	RPS16	0.2	0.523872773320617
ENSG00000105197	TIMM50	0.1	0.790217086519026
ENSG00000105204	DYRK1B	0.2	0.609991837937475
ENSG00000105219	CCNP	1.5	0.0433528783671658
ENSG00000105220	GPI	0.3	0.662542444321086
ENSG00000105221	AKT2	-0.1	0.908609897427968
ENSG00000105223	PLD3	1.3	0.028028219979054
ENSG00000105227	PRX	-0.2	0.805165356617555
ENSG00000105229	PIAS4	0.2	0.142741316643747
ENSG00000105245	NUMBL	-0.2	0.75607140779471
ENSG00000105246	EBI3	1.5	0.161948639418122
ENSG00000105248	YJU2	-0.1	0.602796316221645
ENSG00000105254	TBCB	0.3	0.366439720076992
ENSG00000105255	FSD1	1.3	0.327330402978771
ENSG00000105258	POLR2I	0.3	0.394014763056728
ENSG00000105261	OVOL3	-0.6	0.689531494922327
ENSG00000105270	CLIP3	1.4	0.0902849727503326
ENSG00000105278	ZFR2	0.9	0.48497013101821
ENSG00000105281	SLC1A5	1.6	0.105679818358797
ENSG00000105287	PRKD2	0.4	0.345035400347957
ENSG00000105290	APLP1	1.1	0.265788339875785
ENSG00000105321	CCDC9	-0.1	0.728346396250815
ENSG00000105323	HNRNPUL1	0.1	0.572715778496321
ENSG00000105325	FZR1	-0.2	0.506654159438536
ENSG00000105327	BBC3	2.6	7.39087765880823E-12
ENSG00000105329	TGFB1	1.8	0.022443659146768
ENSG00000105341	DMAC2	0.1	0.789087588032339
ENSG00000105352	CEACAM4	0.8	0.544368525206835
ENSG00000105355	PLIN3	0.3	0.26968033130742
ENSG00000105357	MYH14	0.6	0.358443810669233
ENSG00000105364	MRPL4	0.2	0.435043535824292
ENSG00000105366	SIGLEC8	1.5	0.194088567816397
ENSG00000105369	CD79A	0.7	0.68583284129201
ENSG00000105372	RPS19	0.4	0.442456494219703
ENSG00000105373	NOP53	-0.1	0.792453363134741
ENSG00000105374	NKG7	0.8	0.547804619578229
ENSG00000105376	ICAM5	2.9	0.00192062412193334
ENSG00000105379	ETFB	0.7	0.181323820321352
ENSG00000105383	CD33	0.8	0.496111286326264
ENSG00000105397	TYK2	0.1	0.824282890014648
ENSG00000105401	CDC37	0.2	0.479408118134173
ENSG00000105402	NAPA	0.1	0.825312503323957
ENSG00000105404	RABAC1	-0.2	0.534843127214109
ENSG00000105409	ATP1A3	0.8	0.592322167891691
ENSG00000105419	MEIS3	-0.2	0.740560906849924
ENSG00000105426	PTPRS	0.1	0.957006934146917
ENSG00000105427	CNFN	1.8	0.00332828721854474
ENSG00000105429	MEGF8	0.1	0.71519555870715
ENSG00000105438	KDELR1	0.2	0.432213924986107
ENSG00000105447	GRWD1	0.2	0.575562317087408
ENSG00000105464	GRIN2D	-0.2	0.793544786106812
ENSG00000105467	SYNGR4	0.5	0.748542883484627
ENSG00000105472	CLEC11A	0.2	0.746866209372679
ENSG00000105479	ODAD1	-0.4	0.680298397809449
ENSG00000105483	CARD8	0.2	0.585829044625266
ENSG00000105499	PLA2G4C	-0.4	0.686526492993968
ENSG00000105509	HAS1	-1.6	0.134552044052766
ENSG00000105514	RAB3D	0.5	0.0340163984997263
ENSG00000105516	DBP	0.8	0.0976185629851226
ENSG00000105518	TMEM205	0.2	0.491516766302057
ENSG00000105519	CAPS	0.4	0.719933812307759
ENSG00000105520	PLPPR2	0.7	0.191701250136528
ENSG00000105523	FAM83E	-1.6	0.197849079352763
ENSG00000105538	RASIP1	0.2	0.820595721859528
ENSG00000105552	BCAT2	0.1	0.898605832857007
ENSG00000105556	MIER2	0.6	0.052444754966562
ENSG00000105559	PLEKHA4	1.1	0.157848141646743
ENSG00000105568	PPP2R1A	0.3	0.132045225878812
ENSG00000105576	TNPO2	0.2	0.165835748292855
ENSG00000105583	WDR83OS	-0.1	0.962866115943236
ENSG00000105607	GCDH	-0.1	0.905274829104848
ENSG00000105609	LILRB5	-0.6	0.565588255664507
ENSG00000105612	DNASE2	0.5	0.113825520639995
ENSG00000105613	MAST1	1.3	0.00114117153796618
ENSG00000105617	LENG1	0.2	0.652317977660123
ENSG00000105618	PRPF31	0.1	0.809376329219711
ENSG00000105619	TFPT	0.3	0.428115171704605
ENSG00000105639	JAK3	1.0	0.394430328612751
ENSG00000105640	RPL18A	-0.1	0.884823596715572
ENSG00000105642	KCNN1	0.9	0.39260496681855
ENSG00000105643	ARRDC2	0.9	0.0057906831097071
ENSG00000105649	RAB3A	0.3	0.620582436496981
ENSG00000105650	PDE4C	0.6	0.677784446327523
ENSG00000105655	ISYNA1	1.0	0.334990508237365
ENSG00000105656	ELL	0.2	0.59292139523679
ENSG00000105662	CRTC1	0.7	0.0551331543136068
ENSG00000105664	COMP	3.1	0.00109158855607126
ENSG00000105669	COPE	0.3	0.194694994127485
ENSG00000105671	DDX49	0.4	0.0816533424533095
ENSG00000105672	ETV2	-0.3	0.69712383937787
ENSG00000105675	ATP4A	2.2	0.0413610451410019
ENSG00000105677	TMEM147	0.2	0.749120479869355
ENSG00000105695	MAG	1.0	0.430572929351371
ENSG00000105696	TMEM59L	-0.1	0.930765855021524
ENSG00000105697	HAMP	1.1	0.404066619963934
ENSG00000105699	LSR	0.6	0.0720126185535852
ENSG00000105700	KXD1	0.2	0.439567516032013
ENSG00000105701	FKBP8	0.1	0.804859874088562
ENSG00000105705	SUGP1	0.2	0.252523036761671
